issue key,projectCategory,created,priority,summary,description,creator,reporter
ZOOKEEPER-1871,ZooKeeper,2014-01-29T06:47:03.000+0000,Major,Add an option to zkCli to wait for connection before executing commands,Add an option to zkCli to wait for connection before executing any commands.This is helpful for the execution of inline commands.We are having some scripts to create/delete znodes through commandline.,vinayrpet,vinayrpet
ZOOKEEPER-1870,ZooKeeper,2014-01-28T18:45:43.000+0000,Blocker,flakey test in StandaloneDisabledTest.startSingleServerTest,I'm seeing lots of the following failure. Seems like a flakey test (passes every so often).{noformat}junit.framework.AssertionFailedError: client could not connect to reestablished quorum: giving up a,phunt,phunt
ZOOKEEPER-1869,ZooKeeper,2014-01-27T19:43:38.000+0000,Critical,zk server falling apart from quorum due to connection loss and couldn't connect back,"We have deployed zookeeper version 3.5.0.1515976, with 3 zk servers in the quorum.The problem we are facing is that one zookeeper server in the quorum falls apart, and never becomes part of the cluste",djagtap,djagtap
ZOOKEEPER-1868,ZooKeeper,2014-01-27T15:08:32.000+0000,Major,Server not coming back up in QuorumZxidSyncTest,"We got this stack trace:{noformat}[junit] 2014-01-27 09:14:08,481 [myid:] - INFO  [main:ZKTestCase$1@65] - FAILED testLateLogs    [junit] java.lang.AssertionError: waiting for server up    [junit] 	at",fpj,fpj
ZOOKEEPER-1867,ZooKeeper,2014-01-27T02:15:29.000+0000,Major,Bug in ZkDatabaseCorruptionTest,"If I'm reading the test case testCorruption right, it seems to depend on server 5 being elected, but if it is not the case, then it fails waiting for a server to be up.",fpj,fpj
ZOOKEEPER-1866,ZooKeeper,2014-01-22T11:09:13.000+0000,Major,ClientBase#createClient is failing frequently,"Following failure pattern has been observed many times in windows build. After creating the zookeeper client, the respective connection bean is not available in the jmx beans and is failing the tests.",rakeshr,rakeshr
ZOOKEEPER-1865,ZooKeeper,2014-01-22T00:51:50.000+0000,Major,Fix retry logic in Learner.connectToLeader() ,"We discovered a long leader election time today in one of our prod ensemble.Here is the description of the event. Before the old leader goes down, it is able to announce notification message. So 3 out",thawan,thawan
ZOOKEEPER-1864,ZooKeeper,2014-01-20T06:09:53.000+0000,Major,quorumVerifier is null when creating a QuorumPeerConfig from parsing a Properties object,This bug was found when using ZK 3.5.0 with curator-test 2.3.0.curator-test is building a QuorumPeerConfig from a Properties object and then when we try to run the quorum peer using that configuration,something,something
ZOOKEEPER-1863,ZooKeeper,2014-01-15T18:23:17.000+0000,Blocker,"Race condition in commit processor leading to out of order request completion, xid mismatch on client.","In CommitProcessor.java processor, if we are at the primary request handler on line 167:{noformat}                while (!stopped && !isWaitingForCommit() &&                       !isProcessingCommit(",dutch,dutch
ZOOKEEPER-1862,ZooKeeper,2014-01-13T03:50:57.000+0000,Major,ServerCnxnTest.testServerCnxnExpiry is intermittently failing,"ServerCnxnTest#testServerCnxnExpiry test case is failing in the trunk build with the following exception{code}    [junit] 2014-01-11 10:13:07,696 [myid:] - INFO  [NIOServerCxnFactory.AcceptThread:0.0.",rakeshr,rakeshr
ZOOKEEPER-1861,ZooKeeper,2014-01-11T23:50:07.000+0000,Minor,ConcurrentHashMap isn't used properly in QuorumCnxManager,"queueSendMap is a ConcurrentHashMap.At line 210:{code}            if (!queueSendMap.containsKey(sid)) {                queueSendMap.put(sid, new ArrayBlockingQueue<ByteBuffer>(                        ",yuzhihong@gmail.com,yuzhihong@gmail.com
ZOOKEEPER-1860,ZooKeeper,2014-01-11T20:54:28.000+0000,Major,Async versions of reconfig don't actually throw KeeperException nor InterruptedException,"This was caught by [~fournc], the async versions of reconfig in the Java client don't actually throw KeeperException nor InterruptedException. Since this is unreleased code (i.e.: for 3.5.0) I don't t",rgs,rgs
ZOOKEEPER-1859,ZooKeeper,2014-01-11T18:20:18.000+0000,Minor,pwriter should be closed in NIOServerCnxn#checkFourLetterWord(),{code}        final PrintWriter pwriter = new PrintWriter(                new BufferedWriter(new SendBufferWriter()));...        } else if (len == telnetCloseCmd) {            cleanupWriterSocket(null,yuzhihong@gmail.com,yuzhihong@gmail.com
ZOOKEEPER-1858,ZooKeeper,2014-01-03T18:55:27.000+0000,Major,JMX checks - potential race conditions while stopping and starting server,"I've noticed one potential case, where previously created zkclient session immediately reconnected and publishing those beans while starting back the zkserver and affecting zk#startup jmx checks.Say, ",rakeshr,rakeshr
ZOOKEEPER-1857,ZooKeeper,2014-01-03T06:57:46.000+0000,Major,PrepRequestProcessotTest doesn't shutdown ZooKeeper server,,abranzyck,abranzyck
ZOOKEEPER-1856,ZooKeeper,2014-01-02T23:43:22.000+0000,Major,zookeeper C-client can fail to switch from a dead server in a 3+ server ensemble if the client only has a 2 server list.,"If a client has a 2 server list, and is currently connected to the last server in that list, and that server then goes offline, the addrvec_next() call handle_error() will push the client to the start",dutch,dutch
ZOOKEEPER-1855,ZooKeeper,2014-01-02T23:07:11.000+0000,Minor,calls to zoo_set_server() fail to flush outstanding request queue.,"If one calls zoo_set_servers to update with a new server list that does not contain the currently connected server, the client will disconnect.  Fair enough, but any outstanding requests on the set_re",dutch,dutch
ZOOKEEPER-1854,ZooKeeper,2013-12-30T09:47:51.000+0000,Major,ClientBase ZooKeeper server clean-up,"The ClientBase utility for tests provides methods for creating a ZooKeeper server, however the close up methods don't seem to shutdown that ZooKeeper server.",abranzyck,abranzyck
ZOOKEEPER-1853,ZooKeeper,2013-12-28T22:38:35.000+0000,Minor,zkCli.sh can't issue a CREATE command containing spaces in the data,"Execute the following command in zkCli.sh :create /contacts/1  {""country"":""CA"",""name"":""De La Salle""}The results is that only {""id"":1,""fullname"":""De is stored.The expected result is to have the full JS",scoulibaly,scoulibaly
ZOOKEEPER-1852,ZooKeeper,2013-12-26T10:20:46.000+0000,Major,ServerCnxnFactory instance is not properly cleanedup,"ClientBase#createNewServerInstance() - Say the startup of the server fails, this will not initialize 'serverFactory' and will be null. When the flow comes to teardown/shutdown, it will bypass stopping",rakeshr,rakeshr
ZOOKEEPER-1851,ZooKeeper,2013-12-23T23:23:17.000+0000,Blocker,Follower and Observer Request Processors Do Not Forward create2 Requests,"Recent changes to the Observer and Follower Request Processors switch on the request opcode, but create2 is left out. This leads to a condition where the create2 request is passed to the CommitProcess",cchen,cchen
ZOOKEEPER-1850,ZooKeeper,2013-12-21T17:52:15.000+0000,Trivial,cppunit test testNonexistingHost in TestZookeeperInit is failing on Unbuntu,This is the error:TestZookeeperInit.cc:241: Assertion: assertion failed [Expression: zh==0],abranzyck,abranzyck
ZOOKEEPER-1849,ZooKeeper,2013-12-18T03:12:21.000+0000,Blocker,Need to properly tear down tests in various cases,,abranzyck,abranzyck
ZOOKEEPER-1848,ZooKeeper,2013-12-18T01:17:17.000+0000,Major,[WINDOWS] Java NIO socket channels does not work with Windows ipv6 on JDK6,"ZK uses Java NIO to create ServerSorcket's from ServerSocketChannels. Under windows, the ipv4 and ipv6 is implemented independently, and Java seems that it cannot reuse the same socket channel for bot",enis,enis
ZOOKEEPER-1847,ZooKeeper,2013-12-17T23:05:22.000+0000,Major,Normalize line endings in repository,It is good practice to have all the code in the repository use the same line endings (LF) so that patches can be applied normally. We can add a gitattributes file so that checked out code can still ha,enis,enis
ZOOKEEPER-1846,ZooKeeper,2013-12-17T01:18:00.000+0000,Minor,Cached InetSocketAddresses prevent proper dynamic DNS resolution,"The class QuorumPeer maintains a Map<Long, QuorumServer> quorumPeers.Each QuorumServer is created with an instance of InetSocketAddress electionAddr, and holds it forever.I believe this is why the Zoo",benjamin.jaton,benjamin.jaton
ZOOKEEPER-1845,ZooKeeper,2013-12-17T00:13:50.000+0000,Major,FLETest.testLE fails on windows,"This test waits for the leader election to settle, but it is possible that 3 follower threads join before the leader thread joins. We should wait for the leader thread to join in a loop for some time.",michim,michim
ZOOKEEPER-1844,ZooKeeper,2013-12-16T23:58:33.000+0000,Critical,TruncateTest fails on windows,TruncateTest has been failing consistently on windows:https://builds.apache.org/job/ZooKeeper-trunk-WinVS2008_java/627/testReport/junit/org.apache.zookeeper.test/TruncateTest/testTruncate/,michim,michim
ZOOKEEPER-1843,ZooKeeper,2013-12-16T23:09:57.000+0000,Minor,Oddity in ByteBufferInputStream skip,I was reading ByteBufferInputStream.java; here is the skip method:    public long skip(long n) throws IOException {        long newPos = bb.position() + n;        if (newPos > bb.remaining()) {       ,justinsb,justinsb
ZOOKEEPER-1842,ZooKeeper,2013-12-16T20:35:02.000+0000,Major,Election listening thread not shutdown for leaders or followers,"When I was testing the patch for https://issues.apache.org/jira/browse/ZOOKEEPER-1691, the test included with that patch was failing for me.  The problem happened when the tests shuts down some follow",strib,strib
ZOOKEEPER-1841,ZooKeeper,2013-12-16T14:32:09.000+0000,Major,problem in QuorumTest,"QuorumTest.testNoLogBeforeLeaderEstablishment fails with Assertion: ""NOt following""",abranzyck,abranzyck
ZOOKEEPER-1840,ZooKeeper,2013-12-14T11:53:47.000+0000,Minor,Server tries to connect to itself during dynamic reconfig,Submitted this bug on a suggestion of Alexander Shraer (see https://issues.apache.org/jira/browse/ZOOKEEPER-1691)How to reproduce:== Server 1 zoo.cfg:standaloneEnabled=falsedynamicConfigFile=<path to>,bfreuden,bfreuden
ZOOKEEPER-1839,ZooKeeper,2013-12-13T14:25:26.000+0000,Critical,Deadlock in NettyServerCnxn,Deadlock found during NettyServerCnxn closure. Please see the attached threaddump.,rakeshr,rakeshr
ZOOKEEPER-1838,ZooKeeper,2013-12-13T12:18:58.000+0000,Major,ZooKeeper shutdown hangs indefinitely at NioServerSocketChannelFactory.releaseExternalResources,"Zookeeper shutdown hangs when releasing external resources. This has been observed when executing NioNettySuiteTest.{code}""main"" prio=6 tid=0x01498400 nid=0x2328 waiting on condition [0x0158e000..0x01",rakeshr,rakeshr
ZOOKEEPER-1837,ZooKeeper,2013-12-13T07:40:26.000+0000,Major,Fix JMXEnv checks (potential race conditions),"The following failures in ZooKeeper-3.4-WinVS2008_java and ZooKeeper-trunk-WinVS2008_java require fixing:[junit] junit.framework.AssertionFailedError: expected:<0> but was:<1>    [junit] 	at junit.fra",abranzyck,abranzyck
ZOOKEEPER-1836,ZooKeeper,2013-12-13T00:50:28.000+0000,Trivial,addrvec_next() fails to set next parameter if addrvec_hasnext() returns false,"There is a relatively innocuous but useless pointer assignment inaddrvec_next():195	void addrvec_next(addrvec_t *avec, struct sockaddr_storage *next)....203	    if (!addrvec_hasnext(avec))204	    {205",dutch,dutch
ZOOKEEPER-1835,ZooKeeper,2013-12-12T21:05:27.000+0000,Major,dynamic configuration file renaming fails on Windows,"On Windows, reconfig fails to rename the tmp dynamic config file to the real dynamic config filename.Javadoc of java.io.File.renameTo says the behavior is highly plateform dependent, so I guess this s",bfreuden,bfreuden
ZOOKEEPER-1834,ZooKeeper,2013-12-10T22:12:11.000+0000,Major,Catch IOException in FileTxnLog,"Upon an IOException in FileTxnLog#next(), the log file open remains open, which causes test cases at least in BufferSizeTest to fail. We need to add a catch block.",fpj,fpj
ZOOKEEPER-1833,ZooKeeper,2013-12-07T01:49:15.000+0000,Blocker,fix windows build,"A bunch of 3.4 tests are failing on windows.{noformat}    [junit] 2013-12-06 08:40:59,692 [myid:] - INFO  [main:ZKTestCase$1@65] - FAILED testEarlyLeaderAbandonment    [junit] 2013-12-06 08:41:10,472 ",michim,michim
ZOOKEEPER-1832,ZooKeeper,2013-12-05T18:21:27.000+0000,Minor,Add count of connected clients to submitted ganglia metrics,"The ganglia zookeeper plugin does not report the number of connected clients, though this information is available from the 'stat' command. ",maplebed,maplebed
ZOOKEEPER-1831,ZooKeeper,2013-12-05T09:20:18.000+0000,Major,Document remove watches details to the guide,This JIRA is for documenting the details of removing the watches,rakeshr,rakeshr
ZOOKEEPER-1830,ZooKeeper,2013-12-05T04:57:29.000+0000,Critical,Support command line shell for removing watches,This JIRA to discuss the command line shell for removing watches. Makes it easier to do ad-hoc testing.,rakeshr,rakeshr
ZOOKEEPER-1829,ZooKeeper,2013-12-05T04:57:10.000+0000,Critical,Umbrella jira for removing watches that are no longer of interest,,rakeshr,rakeshr
ZOOKEEPER-1828,ZooKeeper,2013-12-04T00:29:59.000+0000,Major,Audit src/c/src/zookeeper.c for missing error checking & early returns,After discussing the patch for ZOOKEEPER-1632 we came to realize that many methods in the c client don't honor the internal error checking that they do (i.e.: they don't return early on error). This i,rgs,rgs
ZOOKEEPER-1827,ZooKeeper,2013-12-03T21:08:21.000+0000,Major,Reduce the number of mntr calls in zookeeper ganglia plugin,"The zookeeper ganglia plugin script makes number of mntr calls to the zookeeper node for each of the metric, which seems to be an overhead to the zookeeper. I think it could be improvised to make a si",mnikhil,mnikhil
ZOOKEEPER-1826,ZooKeeper,2013-12-03T19:41:16.000+0000,Minor,zookeeper ganglia module fails to read the output of stat when too many clients are connected,"The ganglia zookeeper module uses a single 2048 byte socket.recv to get the response from the 'stat' command.  When there are more than a few clients connected, the list of connected clients fills the",maplebed,maplebed
